epdg.epc.mnc044.mcc404.pub.3gppnetwork.org.,IN_40444_Karnataka,2402:3a80:1060::5,False,IN,IN,True,VIL-AS-AP Vodafone Idea Ltd
epdg.epc.mnc044.mcc404.pub.3gppnetwork.org.,IN_40444_Karnataka,2402:3a80:1060::6,False,IN,IN,True,VIL-AS-AP Vodafone Idea Ltd
epdg.epc.mnc046.mcc404.pub.3gppnetwork.org.,IN_40446_Kerala,2402:3a80:1060::5,False,IN,IN,True,VIL-AS-AP Vodafone Idea Ltd
epdg.epc.mnc046.mcc404.pub.3gppnetwork.org.,IN_40446_Kerala,2402:3a80:1060::6,False,IN,IN,True,VIL-AS-AP Vodafone Idea Ltd
epdg.epc.mnc078.mcc404.pub.3gppnetwork.org.,IN_40478_Madhya Pradesh & Chattishgarh,2402:3a80:1060::4,False,IN,IN,True,VIL-AS-AP Vodafone Idea Ltd
epdg.epc.mnc078.mcc404.pub.3gppnetwork.org.,IN_40478_Madhya Pradesh & Chattishgarh,2402:3a80:1060::3,False,IN,IN,True,VIL-AS-AP Vodafone Idea Ltd
epdg.epc.mnc084.mcc404.pub.3gppnetwork.org.,IN_40484_Chennai,2402:3a80:1060::5,False,IN,IN,True,VIL-AS-AP Vodafone Idea Ltd
epdg.epc.mnc084.mcc404.pub.3gppnetwork.org.,IN_40484_Chennai,2402:3a80:1060::6,False,IN,IN,True,VIL-AS-AP Vodafone Idea Ltd
epdg.epc.mnc086.mcc404.pub.3gppnetwork.org.,IN_40486_Karnataka,2402:3a80:1060::5,False,IN,IN,True,VIL-AS-AP Vodafone Idea Ltd
epdg.epc.mnc086.mcc404.pub.3gppnetwork.org.,IN_40486_Karnataka,2402:3a80:1060::6,False,IN,IN,True,VIL-AS-AP Vodafone Idea Ltd
epdg.epc.mnc756.mcc405.pub.3gppnetwork.org.,IN_405756_Madhya Pradesh & Chhattisgarh,2402:3a80:1060::4,False,IN,IN,True,VIL-AS-AP Vodafone Idea Ltd
epdg.epc.mnc756.mcc405.pub.3gppnetwork.org.,IN_405756_Madhya Pradesh & Chhattisgarh,2402:3a80:1060::3,False,IN,IN,True,VIL-AS-AP Vodafone Idea Ltd
epdg.epc.mnc799.mcc405.pub.3gppnetwork.org.,IN_405799_Mumbai,2402:3a80:1060::4,False,IN,IN,True,VIL-AS-AP Vodafone Idea Ltd
epdg.epc.mnc799.mcc405.pub.3gppnetwork.org.,IN_405799_Mumbai,2402:3a80:1060::3,False,IN,IN,True,VIL-AS-AP Vodafone Idea Ltd
epdg.epc.mnc852.mcc405.pub.3gppnetwork.org.,IN_405852_Tamil Nadu,2402:3a80:1060::5,False,IN,IN,True,VIL-AS-AP Vodafone Idea Ltd
epdg.epc.mnc852.mcc405.pub.3gppnetwork.org.,IN_405852_Tamil Nadu,2402:3a80:1060::6,False,IN,IN,True,VIL-AS-AP Vodafone Idea Ltd
epdg.epc.mnc002.mcc425.pub.3gppnetwork.org.,IL_42502_Cellcom Israel Ltd.,2a02:14f:358:2f::3,False,IL,IL,True,NV-ASN CELLCOM ltd.
epdg.epc.mnc002.mcc425.pub.3gppnetwork.org.,IL_42502_Cellcom Israel Ltd.,2a02:14f:358:27::3,False,IL,IL,True,NV-ASN CELLCOM ltd.
epdg.epc.mnc026.mcc425.pub.3gppnetwork.org.,IL_42526_LB Annatel Ltd.,2a0c:4780:2::50,False,IL,IL,True,ANNATEL
epdg.epc.mnc050.mcc440.pub.3gppnetwork.org.,JP_44050_KDDI Corporation,2001:268:f605:a000::1,False,JP,JP,True,KDDI KDDI CORPORATION
epdg.epc.mnc050.mcc440.pub.3gppnetwork.org.,JP_44050_KDDI Corporation,2001:268:f638:a100::1,False,JP,JP,True,KDDI KDDI CORPORATION
epdg.epc.mnc050.mcc440.pub.3gppnetwork.org.,JP_44050_KDDI Corporation,2001:268:f638:a000::1,False,JP,JP,True,KDDI KDDI CORPORATION
epdg.epc.mnc050.mcc440.pub.3gppnetwork.org.,JP_44050_KDDI Corporation,2001:268:f605:a100::1,False,JP,JP,True,KDDI KDDI CORPORATION
epdg.epc.mnc051.mcc440.pub.3gppnetwork.org.,JP_44051_KDDI Corporation,2001:268:f605:a000::1,False,JP,JP,True,KDDI KDDI CORPORATION
epdg.epc.mnc051.mcc440.pub.3gppnetwork.org.,JP_44051_KDDI Corporation,2001:268:f638:a100::1,False,JP,JP,True,KDDI KDDI CORPORATION
epdg.epc.mnc051.mcc440.pub.3gppnetwork.org.,JP_44051_KDDI Corporation,2001:268:f638:a000::1,False,JP,JP,True,KDDI KDDI CORPORATION
epdg.epc.mnc051.mcc440.pub.3gppnetwork.org.,JP_44051_KDDI Corporation,2001:268:f605:a100::1,False,JP,JP,True,KDDI KDDI CORPORATION
epdg.epc.mnc012.mcc502.pub.3gppnetwork.org.,MY_50212_Maxis Communications Berhad,::202.75.146.43,False,xx,xx,False,unknown
epdg.epc.mnc012.mcc502.pub.3gppnetwork.org.,MY_50212_Maxis Communications Berhad,::202.75.146.42,False,xx,xx,False,unknown
epdg.epc.mnc012.mcc502.pub.3gppnetwork.org.,MY_50212_Maxis Communications Berhad,::202.75.146.41,False,xx,xx,False,unknown
epdg.epc.mnc000.mcc604.pub.3gppnetwork.org.,MA_60400_Médi Télécom,64:ff9b::c5e6:cab9,False,xx,xx,False,unknown
epdg.epc.mnc000.mcc604.pub.3gppnetwork.org.,MA_60400_Médi Télécom,64:ff9b::c5e6:cab8,False,xx,xx,False,unknown
epdg.epc.mnc029.mcc724.pub.3gppnetwork.org.,BR_72429_unknown,2804:30c:4103:2::80,False,BR,BR,True,Unifique Telecomunicacoes SA
